URL,Description,BrandName,Category,Individual_category,category_by_Gender,Ratings,Reviews,OriginalPrice,AGE
https://www.myntra.com/tshirts/dressberry/dressberry-women-lovely-olive-typography-talking-tee/2522986/buy,dressberry women lovely olive typography talking tee,DressBerry,Western,tshirts,Women,4.3,995,999,19
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-printed-cotton-t-shirt/17385142/buy,roadster women pack of 2 printed cotton t shirt,Roadster,Western,tshirts,Women,4.4,994,1298,19
https://www.myntra.com/kurtas/anouk/anouk-women-mustard-yellow--gold-toned-printed-straight-kurta/12153330/buy,anouk women mustard yellow  gold toned printed straight kurta,Anouk,Indian Wear,kurtas,Women,3.8,993,1599,19
https://www.myntra.com/bra/enamor/enamor-black-non-wired-removable-pads-high-coverage-medium-impact-sports-bra-sb08/1864573/buy,enamor black non wired removable pads high coverage medium impact sports bra sb08,Enamor,Lingerie & Sleep Wear,bra,Women,4.2,993,849,19
https://www.myntra.com/shirts/all-about-you/all-about-you-women-mauve-stretchable-casual-shirt/13205276/buy,all about you women mauve stretchable casual shirt,all about you,Western,shirts,Women,4.2,993,1499,19
https://www.myntra.com/tops/kassually/kassually-blue-floral-cinched-waist-top-with-puff-sleeves/11535928/buy,kassually blue floral cinched waist top with puff sleeves,KASSUALLY,Western,tops,Women,4.3,992,1299,19
https://www.myntra.com/tops/rare/rare-women-maroon-striped-top/6552977/buy,rare women maroon striped top,RARE,Western,tops,Women,4.2,991,1299,19
https://www.myntra.com/trousers/zastraa/zastraa-women-maroon-slim-fit-peg-trousers/9476129/buy,zastraa women maroon slim fit peg trousers,Zastraa,Western,trousers,Women,4.1,991,2699,44
https://www.myntra.com/shorts/wisstler/wisstler-women-navy--pink-chevron-print-regular-fit-shorts/2017530/buy,wisstler women navy  pink chevron print regular fit shorts,WISSTLER,Western,shorts,Women,4,991,899,44
https://www.myntra.com/kurtas/sangria/sangria-women-black--green-printed-straight-kurta/11173948/buy,sangria women black  green printed straight kurta,Sangria,Plus Size,kurtas,Women,4,990,899,44
https://www.myntra.com/shorts/roadster/roadster-women-blue-solid-regular-fit-denim-shorts/11118428/buy,roadster women blue solid regular fit denim shorts,Roadster,Western,shorts,Women,4.3,990,1199,44
https://www.myntra.com/tshirts/roadster/roadster-women-green--teal-green-pack-of-2-printed-round-neck-t-shirts/17383362/buy,roadster women green  teal green pack of 2 printed round neck t shirts,Roadster,Western,tshirts,Women,4.2,990,1598,44
https://www.myntra.com/dresses/vishudh/vishudh-women-navy-blue--green-maxi-dress/9971493/buy,vishudh women navy blue  green maxi dress,Vishudh,Western,dresses,Women,4.4,990,2349,44
https://www.myntra.com/jumpsuit/cottinfab/cottinfab-olive-green-solid-cold-shoulder-jumpsuit/7846797/buy,cottinfab olive green solid cold shoulder jumpsuit,Cottinfab,Western,jumpsuit,Women,4.3,990,2449,44
https://www.myntra.com/jumpsuit/quiero/quiero-women-maroon-wrap-detail-jumpsuit/10771696/buy,quiero women maroon wrap detail jumpsuit,QUIERO,Western,jumpsuit,Women,4.3,990,2959,44
https://www.myntra.com/tshirts/roadster/roadster-women-rust-pink--white-colourblocked-round-neck-pure-cotton-t-shirt-with-twisted-detail/10969948/buy,roadster women rust pink  white colourblocked round neck pure cotton t shirt with twisted detail,Roadster,Western,tshirts,Women,4.1,990,899,44
https://www.myntra.com/bath-robe/elevanto/elevanto-women-fuchsia-pink-solid-bath-robe/11938872/buy,elevanto women fuchsia pink solid bath robe,ELEVANTO,Lingerie & Sleep Wear,bath-robe,Women,4.2,989,999,44
https://www.myntra.com/track-pants/tokyo-talkies/tokyo-talkies-women-black-solid-casual-joggers/14154054/buy,tokyo talkies women black solid casual joggers,Tokyo Talkies,Western,track-pants,Women,4.3,989,1199,44
https://www.myntra.com/jeans/wrogn/wrogn-men-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/2477061/buy,wrogn men blue skinny fit mid rise clean look stretchable jeans,WROGN,Bottom Wear,jeans,Men,4,988,2799,44
https://www.myntra.com/jeans/wrogn/wrogn-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/10187401/buy,wrogn men black slim fit mid rise clean look stretchable jeans,WROGN,Bottom Wear,jeans,Men,4.1,988,2599,44
https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-olive-green-camo-athleisure-track-pants/6791064/buy,hrx by hrithik roshan men olive green camo athleisure track pants,HRX by Hrithik Roshan,Sports Wear,track-pants,Men,4,988,1899,44
https://www.myntra.com/shirts/roadster/roadster-men-sea-green-pure-cotton-sustainable-casual-shirt/12918912/buy,roadster men sea green pure cotton sustainable casual shirt,Roadster,Topwear,shirts,Men,4.3,988,1199,44
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-black-self-striped-seamless-rapid-dry-yoga-tights/11245584/buy,hrx by hrithik roshan black self striped seamless rapid dry yoga tights,HRX by Hrithik Roshan,Sports Wear,tights,Women,4,988,1699,44
https://www.myntra.com/trousers/sassafras/sassafras-women-olive-green-peg-trousers/8643285/buy,sassafras women olive green peg trousers,SASSAFRAS,Western,trousers,Women,3.6,988,1599,44
https://www.myntra.com/tops/her-by-invictus/her-by-invictus-white--black-floral-monochrome-smart-casual-top/9451341/buy,her by invictus white  black floral monochrome smart casual top,her by invictus,Western,tops,Women,4.2,988,1699,44
https://www.myntra.com/jackets/stylestone/stylestone-women-blue-solid-denim-jacket/7526008/buy,stylestone women blue solid denim jacket,StyleStone,Western,jackets,Women,4.2,988,1999,44
https://www.myntra.com/tops/mayra/mayra-women-mustard-yellow--green-ditsy-floral-printed-cinched-waist-top/11235516/buy,mayra women mustard yellow  green ditsy floral printed cinched waist top,Mayra,Western,tops,Women,4.1,988,995,44
https://www.myntra.com/jeans/roadster/roadster-men-navy-blue-super-skinny-fit-acid-wash-clean-look-stretchable-jeans/10064541/buy,roadster men navy blue super skinny fit acid wash clean look stretchable jeans,Roadster,Bottom Wear,jeans,Men,3.8,987,1999,44
https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-quarter-length-pack-of-3-terry-socks/976816/buy,hrx by hrithik roshan men quarter length pack of 3 terry socks,HRX by Hrithik Roshan,Inner Wear &  Sleep Wear,socks,Men,4.5,987,599,47
https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-olive-green--yellow-striped-cotton-pure-cotton-t-shirt/11269190/buy,moda rapido men olive green  yellow striped cotton pure cotton t shirt,Moda Rapido,Topwear,tshirts,Men,4.2,987,1199,47
https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-olive-green-printed-round-neck-pure-cotton-t-shirt/10266495/buy,moda rapido men olive green printed round neck pure cotton t shirt,Moda Rapido,Topwear,tshirts,Men,4,987,999,47
https://www.myntra.com/tops/harpa/harpa-women-pink-printed-wrap-top/8986005/buy,harpa women pink printed wrap top,Harpa,Western,tops,Women,4,987,1199,47
https://www.myntra.com/jackets/sassafras/sassafras-women-blue-solid-denim-jacket/10604500/buy,sassafras women blue solid denim jacket,SASSAFRAS,Western,jackets,Women,4.3,987,1799,47
https://www.myntra.com/jeans/roadster/roadster-women-stunning-blue-boyfriend-fit-jeans/11045880/buy,roadster women stunning blue boyfriend fit jeans,Roadster,Western,jeans,Women,3.7,987,2499,47
https://www.myntra.com/tshirts/kook-n-keech-marvel/kook-n-keech-marvel-women-red-printed-polo-collar-pure-cotton-t-shirt/8912653/buy,kook n keech marvel women red printed polo collar pure cotton t shirt,Kook N Keech Marvel,Western,tshirts,Women,3.9,987,899,47
https://www.myntra.com/jeans/roadster/roadster-men-blue-slim-fit-mid-rise-mildly-distressed-stretchable-jeans/10064487/buy,roadster men blue slim fit mid rise mildly distressed stretchable jeans,Roadster,Bottom Wear,jeans,Men,3.7,986,2199,47
https://www.myntra.com/shirts/highlander/highlander-men-white-slim-fit-solid-casual-shirt/2888727/buy,highlander men white slim fit solid casual shirt,HIGHLANDER,Topwear,shirts,Men,4.1,986,1249,47
https://www.myntra.com/tops/pluss/pluss-black-a-line-crop-pure-cotton-top/12150560/buy,pluss black a line crop pure cotton top,plusS,Plus Size,tops,Women,4.4,986,1599,47
https://www.myntra.com/dresses/la-zoire/la-zoire-maroon-georgette-maxi-dress/2337104/buy,la zoire maroon georgette maxi dress,La Zoire,Western,dresses,Women,4.3,986,2599,47
https://www.myntra.com/shirts/highlander/highlander-men-black--white-slim-fit-striped-casual-shirt/12027772/buy,highlander men black  white slim fit striped casual shirt,HIGHLANDER,Topwear,shirts,Men,4.2,985,1049,47
https://www.myntra.com/shirts/highlander/highlander-men-navy--off-white-slim-fit-checked-casual-shirt/2429098/buy,highlander men navy  off white slim fit checked casual shirt,HIGHLANDER,Topwear,shirts,Men,4,985,999,47
https://www.myntra.com/kurtas/anayna/anayna-women-beige--pink-screen-print-straight-kurta/11530828/buy,anayna women beige  pink screen print straight kurta,anayna,Indian Wear,kurtas,Women,4.3,985,1660,47
https://www.myntra.com/bra/enamor/enamor-white-non-wired-non-padded-full-coverage-everyday-bra-ab75-/130968/buy,enamor white non wired non padded full coverage everyday bra ab75 ,Enamor,Lingerie & Sleep Wear,bra,Women,4.4,985,779,47
https://www.myntra.com/kurta-sets/sangria/sangria-women-fuchsia--white-layered-printed-kurta-with-trousers/8350055/buy,sangria women fuchsia  white layered printed kurta with trousers,Sangria,Plus Size,kurta-sets,Women,4,985,4499,47
https://www.myntra.com/tops/roadster/the-roadster-lifestyle-co-women-black-striped-top/10856472/buy,the roadster lifestyle co women black striped top,Roadster,Western,tops,Women,4,985,1499,47
https://www.myntra.com/shirts/roadster/roadster-men-blue-faded-denim-casual-sustainable-shirt/6687412/buy,roadster men blue faded denim casual sustainable shirt,Roadster,Topwear,shirts,Men,4,984,999,47
https://www.myntra.com/dresses/sangria/sangria-teal-blue--coral-pink-floral-print-a-line-dress/11174094/buy,sangria teal blue  coral pink floral print a line dress,Sangria,Indian Wear,dresses,Women,4.3,984,1999,47
https://www.myntra.com/kurta-sets/azira/azira-women-green-printed-kurta-with-palazzos--dupatta/13141478/buy,azira women green printed kurta with palazzos  dupatta,Azira,Indian Wear,kurta-sets,Women,4.2,984,2599,47
https://www.myntra.com/tshirts/roadster/roadster-women-mustard-yellow-solid-round-neck-t-shirt/2439141/buy,roadster women mustard yellow solid round neck t shirt,Roadster,Western,tshirts,Women,4.2,984,599,47
https://www.myntra.com/shirts/roadster/roadster-men-maroon-pure-cotton-sustainable-casual-shirt/11903990/buy,roadster men maroon pure cotton sustainable casual shirt,Roadster,Topwear,shirts,Men,4.2,983,1199,47
https://www.myntra.com/kurta-sets/anouk/anouk-women-green-printed-kurti-with-dhoti-pants/12337118/buy,anouk women green printed kurti with dhoti pants,Anouk,Indian Wear,kurta-sets,Women,4.2,983,3099,47
https://www.myntra.com/tops/herenow/herenow-women-blue-schifilli-embroidered-pure-cotton-top/12650884/buy,herenow women blue schifilli embroidered pure cotton top,HERE&NOW,Plus Size,tops,Women,4.2,983,1799,47
https://www.myntra.com/kurtas/sangria/sangria-women-green--yellow-printed-straight-kurta/8350425/buy,sangria women green  yellow printed straight kurta,Sangria,Plus Size,kurtas,Women,4.2,983,3999,47
https://www.myntra.com/tshirts/roadster/roadster-women-set-of-2-printed-t-shirts/17381750/buy,roadster women set of 2 printed t shirts,Roadster,Western,tshirts,Women,4.2,983,1998,28
https://www.myntra.com/jeans/wrogn/wrogn-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/6832275/buy,wrogn men blue slim fit mid rise clean look stretchable jeans,WROGN,Bottom Wear,jeans,Men,3.9,982,2799,28
https://www.myntra.com/shirts/roadster/roadster-men-grey-printed-pure-cotton-sustainable-casual-shirt/7256007/buy,roadster men grey printed pure cotton sustainable casual shirt,Roadster,Topwear,shirts,Men,4.1,982,524,28
https://www.myntra.com/trousers/tokyo-talkies/tokyo-talkies-women-maroon-regular-fit-solid-parallel-trousers/13035312/buy,tokyo talkies women maroon regular fit solid parallel trousers,Tokyo Talkies,Western,trousers,Women,4,982,1549,28
https://www.myntra.com/jeans/roadster/roadster-women-stunning-blue-boyfriend-fit-stretchable-jeans/11045892/buy,roadster women stunning blue boyfriend fit stretchable jeans,Roadster,Western,jeans,Women,3.8,982,2699,28
https://www.myntra.com/tops/taavi/taavi-white--orange-hand-block-print-smocked-legacy-sustainable-pure-cotton-a-line-top/11157486/buy,taavi white  orange hand block print smocked legacy sustainable pure cotton a line top,Taavi,Western,tops,Women,4.4,982,999,28
https://www.myntra.com/tshirts/wrogn/wrogn-men-navy-blue-striped-slim-fit-cotton-pure-cotton-t-shirt/11363302/buy,wrogn men navy blue striped slim fit cotton pure cotton t shirt,WROGN,Topwear,tshirts,Men,4.3,981,1299,28
https://www.myntra.com/kurtas/varanga/varanga-women-mustard-yellow-solid-straight-kurta-with-thread-work/12412864/buy,varanga women mustard yellow solid straight kurta with thread work,Varanga,Indian Wear,kurtas,Women,4.3,981,1999,28
https://www.myntra.com/shapewear/zivame/zivame-women-grey-tummy--thigh-shaper-zi0pssan03agrey/7569310/buy,zivame women grey tummy  thigh shaper zi0pssan03agrey,Zivame,Lingerie & Sleep Wear,shapewear,Women,3.9,981,995,28
https://www.myntra.com/tops/herenow/herenow-black-ethnic-motifs-a-line-top/7102379/buy,herenow black ethnic motifs a line top,HERE&NOW,Plus Size,tops,Women,4.2,981,1399,28
https://www.myntra.com/tops/her-by-invictus/her-by-invictus-white-shirt-style-top/9240973/buy,her by invictus white shirt style top,her by invictus,Western,tops,Women,4.2,981,1599,28
https://www.myntra.com/jackets/sassafras/sassafras-women-lavender-solid-cropped-jacket/12222046/buy,sassafras women lavender solid cropped jacket,SASSAFRAS,Western,jackets,Women,4.5,981,1799,28
https://www.myntra.com/jackets/street-9/street-9-women-white-solid-crop-jacket/7772505/buy,street 9 women white solid crop jacket,STREET 9,Western,jackets,Women,4.3,981,1999,28
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-pink-solid-round-neck-t-shirt/11711920/buy,mast  harbour women pink solid round neck t shirt,Mast & Harbour,Western,tshirts,Women,4.3,981,799,28
https://www.myntra.com/briefs/levis/levis-men-pack-of-2-solid-pure-cotton--briefs-bf-100ca-2pk/9262959/buy,levis men pack of 2 solid pure cotton  briefs bf 100ca 2pk,Levis,Inner Wear &  Sleep Wear,briefs,Men,4.3,980,339,28
https://www.myntra.com/shirts/highlander/highlander-men-peach-coloured-slim-fit-solid-casual-shirt/2888743/buy,highlander men peach coloured slim fit solid casual shirt,HIGHLANDER,Topwear,shirts,Men,4,980,1249,28
https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-red--off-white-bandhani-print-kurta-with-palazzos/13021502/buy,anubhutee women red  off white bandhani print kurta with palazzos,Anubhutee,Indian Wear,kurta-sets,Women,3.9,980,3399,28
https://www.myntra.com/briefs/dollar-missy/dollar-missy-women-pack-of-12-hipster--101s-oe-po12/8025483/buy,dollar missy women pack of 12 hipster  101s oe po12,Dollar Missy,Lingerie & Sleep Wear,briefs,Women,4.4,980,1800,28
https://www.myntra.com/sweatshirts/roadster/the-roadster-lifestyle-co-women-orange-solid-hooded-sweatshirt/9901951/buy,the roadster lifestyle co women orange solid hooded sweatshirt,Roadster,Western,sweatshirts,Women,4.3,980,1199,28
https://www.myntra.com/tops/trend-arrest/trend-arrest-women-red--white-floral-printed-smocked-crop-peplum-top/11709228/buy,trend arrest women red  white floral printed smocked crop peplum top,Trend Arrest,Western,tops,Women,4.4,980,1299,28
https://www.myntra.com/jeans/roadster/roadster-women-blue-skinny-fit-high-rise-clean-look-stretchable-cropped-jeans/11541522/buy,roadster women blue skinny fit high rise clean look stretchable cropped jeans,Roadster,Western,jeans,Women,4.1,980,1699,28
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-solid-training-t-shirt/10106025/buy,hrx by hrithik roshan men navy blue solid training t shirt,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,4.3,979,899,28
https://www.myntra.com/shirts/highlander/highlander-men-blue-slim-fit-solid-casual-shirt/2347572/buy,highlander men blue slim fit solid casual shirt,HIGHLANDER,Topwear,shirts,Men,3.8,979,1299,28
https://www.myntra.com/sarees/tikhi-imli/tikhi-imli-yellow-embellished-poly-georgette-saree/11263958/buy,tikhi imli yellow embellished poly georgette saree,Tikhi Imli,Indian Wear,sarees,Women,4,979,1998,28
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-navy-solid-rapid-dry-training-tights/7695835/buy,hrx by hrithik roshan women navy solid rapid dry training tights,HRX by Hrithik Roshan,Sports Wear,tights,Women,4.3,979,1699,28
https://www.myntra.com/sweatshirts/belle-fille/belle-fille-maroon-polyester-fleece-hooded-sweatshirt/596473/buy,belle fille maroon polyester fleece hooded sweatshirt,Belle Fille,Western,sweatshirts,Women,3.6,978,1595,28
https://www.myntra.com/jeans/roadster/roadster-women-blue-boyfriend-fit-high-rise-clean-look-stretchable-jeans/8801149/buy,roadster women blue boyfriend fit high rise clean look stretchable jeans,Roadster,Western,jeans,Women,4.2,978,1999,28
https://www.myntra.com/tshirts/roadster/roadster-women-mustard-yellow--black-printed-round-neck-t-shirt/12193806/buy,roadster women mustard yellow  black printed round neck t shirt,Roadster,Western,tshirts,Women,4.3,978,599,28
https://www.myntra.com/tshirts/dressberry/dressberry-women-grey-melange-printed-round-neck-t-shirt/2522852/buy,dressberry women grey melange printed round neck t shirt,DressBerry,Western,tshirts,Women,4.2,978,899,28
https://www.myntra.com/jeans/wrogn/wrogn-men-grey-slim-fit-mid-rise-clean-look-jeans/1700734/buy,wrogn men grey slim fit mid rise clean look jeans,WROGN,Bottom Wear,jeans,Men,4.2,977,2899,28
https://www.myntra.com/shirts/roadster/roadster-men-grey-printed-regular-fit-casual-sustainable-shirt/10740976/buy,roadster men grey printed regular fit casual sustainable shirt,Roadster,Topwear,shirts,Men,4.1,977,1299,28
https://www.myntra.com/shirts/roadster/roadster-men-blue-pure-cotton-sustainable-casual-shirt/11326046/buy,roadster men blue pure cotton sustainable casual shirt,Roadster,Topwear,shirts,Men,4.1,977,1299,28
https://www.myntra.com/kurtas/moda-rapido/moda-rapido-women-white--blue-printed-straight-kurta/2000035/buy,moda rapido women white  blue printed straight kurta,Moda Rapido,Indian Wear,kurtas,Women,4.3,977,1799,28
https://www.myntra.com/kurta-sets/vishudh/vishudh-women-turquoise-blue--gold-toned-printed-kurti-with-palazzos/9673749/buy,vishudh women turquoise blue  gold toned printed kurti with palazzos,Vishudh,Indian Wear,kurta-sets,Women,4.3,977,2649,28
https://www.myntra.com/tshirts/herenow/herenow-women-white--pink-striped-v-neck-pure-cotton-t-shirt/10297291/buy,herenow women white  pink striped v neck pure cotton t shirt,HERE&NOW,Plus Size,tshirts,Women,4.1,977,1149,28
https://www.myntra.com/tshirts/ether/ether-women-navy-blue-solid-high-neck-t-shirt/11900306/buy,ether women navy blue solid high neck t shirt,ether,Western,tshirts,Women,4.3,977,699,28
https://www.myntra.com/trunk/jockey/jockey-international-collection-men-blue-solid-trunks-ic28/11036420/buy,jockey international collection men blue solid trunks ic28,Jockey,Inner Wear &  Sleep Wear,trunk,Men,4.6,976,599,28
https://www.myntra.com/trunk/jockey/jockey-men-pack-of-2-navy-blue-solid-trunks/11638588/buy,jockey men pack of 2 navy blue solid trunks,Jockey,Inner Wear &  Sleep Wear,trunk,Men,4.6,976,1198,27
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-printed-rapid-dry-basketball-tank-tshirt/11640010/buy,hrx by hrithik roshan men black printed rapid dry basketball tank tshirt,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,4.3,976,1099,27
https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue-solid-polo-collar-pure-cotton-t-shirt/2303687/buy,roadster men navy blue solid polo collar pure cotton t shirt,Roadster,Topwear,tshirts,Men,4.2,976,1299,27
https://www.myntra.com/shirts/herenow/herenow-men-white--green-slim-fit-striped-casual-shirt/10316399/buy,herenow men white  green slim fit striped casual shirt,HERE&NOW,Topwear,shirts,Men,4.2,976,1999,27
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-navy-blue--mustard-yellow-printed-round-neck-t-shirt/12116006/buy,mast  harbour men navy blue  mustard yellow printed round neck t shirt,Mast & Harbour,Topwear,tshirts,Men,4.3,976,899,27
https://www.myntra.com/kurtis/anouk/anouk-women-navy-blue--maroon-printed-kurti/6613296/buy,anouk women navy blue  maroon printed kurti,Anouk,Indian Wear,kurtis,Women,3.6,976,899,27
https://www.myntra.com/skirts/roadster/roadster-blue-washed-denim-straight-skirt/11489602/buy,roadster blue washed denim straight skirt,Roadster,Western,skirts,Women,4.2,976,1299,27
https://www.myntra.com/tops/dressberry/dressberry-rust-orange-self-design-top/10162419/buy,dressberry rust orange self design top,DressBerry,Western,tops,Women,4.2,976,1299,27
https://www.myntra.com/dresses/sassafras/sassafras-grey--peach-coloured-floral-printed-accordian-pleat-fit--flare-dress/11364360/buy,sassafras grey  peach coloured floral printed accordian pleat fit  flare dress,SASSAFRAS,Western,dresses,Women,4.4,976,2499,27
https://www.myntra.com/kurtas/herenow/herenow-women-charcoal-grey--golden-ethnic-motif-print-straight-kurta/12524810/buy,herenow women charcoal grey  golden ethnic motif print straight kurta,HERE&NOW,Plus Size,kurtas,Women,4.3,975,1299,27
https://www.myntra.com/kurtas/jaipur-kurti/jaipur-kurti-women-grey--black-checked-straight-kurta/10317827/buy,jaipur kurti women grey  black checked straight kurta,Jaipur Kurti,Plus Size,kurtas,Women,4.1,975,1749,27
https://www.myntra.com/tshirts/roadster/-roadster-women-pack-of-2-cotton-t-shirts/17382690/buy, roadster women pack of 2 cotton t shirts,Roadster,Western,tshirts,Women,4.3,975,1598,27
https://www.myntra.com/dresses/tokyo-talkies/tokyo-talkies-women-yellow-printed-maxi-dress/6625378/buy,tokyo talkies women yellow printed maxi dress,Tokyo Talkies,Western,dresses,Women,4.2,975,2449,27
https://www.myntra.com/jeans/moda-rapido/moda-rapido-men-black-skinny-fit-mid-rise-slash-knee-stretchable-jeans/2344421/buy,moda rapido men black skinny fit mid rise slash knee stretchable jeans,Moda Rapido,Bottom Wear,jeans,Men,3.8,974,1999,27
https://www.myntra.com/tshirts/wrogn/wrogn-men-off-white--navy-striped-polo-pure-cotton-t-shirt/2478316/buy,wrogn men off white  navy striped polo pure cotton t shirt,WROGN,Topwear,tshirts,Men,4.1,974,1499,27
https://www.myntra.com/kurtas/anubhutee/anubhutee-women-pink--orange-screen-print-a-line-kurta/11535126/buy,anubhutee women pink  orange screen print a line kurta,Anubhutee,Indian Wear,kurtas,Women,4.1,974,1799,27
https://www.myntra.com/bra/dressberry/dressberry-pink-solid-non-wired-non-padded-everyday-bra-db-soft-bra-007c/10939758/buy,dressberry pink solid non wired non padded everyday bra db soft bra 007c,DressBerry,Lingerie & Sleep Wear,bra,Women,4.1,974,649,27
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-women-off-white-printed-round-neck-t-shirt/7140521/buy,mast  harbour women off white printed round neck t shirt,Mast & Harbour,Western,tshirts,Women,4.2,974,799,27
https://www.myntra.com/jeans/dressberry/dressberry-women-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/10365147/buy,dressberry women blue skinny fit mid rise clean look stretchable jeans,DressBerry,Western,jeans,Women,4.1,974,1899,27
https://www.myntra.com/kurtas/yuris/yuris-women-pink--white-printed-straight-kurta/10054351/buy,yuris women pink  white printed straight kurta,Yuris,Indian Wear,kurtas,Women,4.2,973,1199,27
